Month,DayOfWeek,IsHoliday,Temperature,Humidity,SquareFootArea,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DailyConsumption_kWh,MonthlyConsumption_kWh
6,1,0,31.2,35.0,2800,4,8.7,4.6,2.2,46.88,1360.38
1,1,0,8.9,61.8,5000,3,11.6,4.4,0.0,65.12,1956.63
12,4,0,16.0,51.8,1200,3,10.3,2.6,3.0,32.74,987.28
6,5,0,29.4,53.5,1800,5,5.4,5.9,0.0,38.49,1223.33
4,3,0,23.0,65.5,1200,7,6.9,6.2,0.0,38.89,1190.82
8,3,0,29.3,71.6,2800,7,7.8,5.9,0.0,49.28,1503.41
11,4,1,12.3,29.0,800,7,7.6,6.0,4.5,38.94,1154.6
9,5,0,20.1,45.0,3500,3,9.0,3.6,1.1,42.02,1113.61
4,4,0,12.0,48.9,3500,9,6.0,4.6,2.4,53.48,1605.47
10,5,0,25.7,63.0,3500,6,9.0,5.1,0.3,53.96,1597.35
12,6,0,18.8,40.2,1800,8,2.1,7.9,6.7,34.59,987.67
10,6,0,25.8,45.7,4500,1,6.0,6.8,5.1,44.49,1368.03
6,0,0,30.3,51.6,2200,4,8.9,6.2,6.6,44.52,1380.03
1,4,0,4.4,60.3,1200,7,8.4,8.7,4.0,47.67,1384.8
4,5,0,17.4,57.0,2200,9,11.5,6.7,6.3,54.63,1640.61
7,3,0,30.8,56.0,5000,3,7.5,6.3,5.9,56.97,1704.25
12,5,0,15.7,64.1,800,6,6.0,7.8,0.0,32.71,1032.42
1,6,0,13.0,61.7,1200,8,7.0,6.8,0.0,39.9,1216.68
8,5,0,30.6,53.2,4500,3,10.0,7.8,0.6,60.87,1858.17
12,4,1,15.1,68.0,2200,6,9.6,5.6,3.3,49.04,1454.6
10,0,0,22.5,30.6,5000,9,5.6,4.9,5.2,59.72,1810.2
12,0,0,12.2,78.5,2800,9,9.3,5.8,0.0,60.57,1856.35
11,0,1,22.4,32.9,4500,6,7.2,6.0,0.0,57.23,1821.11
6,0,0,27.0,37.1,800,5,4.9,4.1,0.0,29.14,849.85
5,6,0,20.0,47.9,5000,1,6.1,4.0,7.9,43.73,1295.47
10,2,0,18.5,65.6,5000,3,5.5,4.7,1.2,48.82,1431.36
11,4,0,16.4,23.4,1500,3,4.3,3.7,12.4,21.62,628.48
9,1,0,30.5,54.7,800,4,9.3,4.5,0.0,35.41,1124.49
2,4,1,14.9,67.0,4500,5,9.9,6.6,0.0,64.17,1887.8
5,2,0,25.2,62.6,4500,8,7.3,7.0,0.0,62.8,1901.54
6,0,0,23.3,41.6,5000,9,1.5,3.8,7.6,53.25,1642.4
7,2,0,33.5,47.1,2800,7,8.8,6.2,3.1,53.49,1658.66
5,3,1,23.1,43.3,5000,6,4.8,5.5,3.2,57.95,1803.95
9,3,0,25.5,50.3,5000,3,10.9,6.9,5.8,58.48,1775.58
1,6,0,20.7,46.9,1800,9,5.4,5.5,2.6,39.98,1216.18
7,4,0,32.3,40.0,2200,1,6.2,3.2,3.9,30.79,898.13
10,4,0,14.7,62.7,2800,9,7.8,5.2,0.0,55.87,1587.48
7,1,1,22.0,52.2,2800,3,7.6,3.5,7.3,39.5,1158.2
4,6,0,21.7,58.4,1200,9,6.4,2.5,1.1,38.31,1156.46
9,1,0,20.5,57.6,1800,1,4.5,5.0,3.0,24.56,782.41
12,3,0,18.0,68.5,5000,8,6.0,6.6,0.0,61.77,1920.66
11,0,0,18.2,69.9,3500,6,8.4,5.9,3.9,48.75,1462.79
5,2,0,26.7,29.8,5000,9,7.9,4.0,7.0,64.0,1970.6
4,1,0,18.8,42.2,2800,4,10.7,3.4,10.8,40.76,1230.33
7,5,0,37.8,47.9,3500,5,11.2,5.8,6.8,59.08,1781.76
4,1,0,34.8,52.2,5000,6,7.1,8.1,0.0,66.1,1969.54
3,0,1,16.7,47.0,1800,9,6.9,7.8,6.0,45.69,1349.3
9,0,0,27.6,65.9,5000,6,6.9,5.2,2.8,57.07,1685.92
11,4,1,18.4,83.1,1500,9,3.7,6.2,0.0,37.29,1093.94
8,2,0,27.8,54.7,4500,2,8.3,6.6,2.2,54.04,1590.85
1,0,0,10.3,60.3,1500,4,8.4,5.2,0.0,38.24,1185.46
7,6,0,25.1,60.9,1500,3,7.5,3.3,0.0,29.52,942.7
9,1,0,20.9,32.6,1500,4,9.7,1.2,11.3,31.0,895.84
8,1,0,30.8,52.8,5000,1,8.7,5.4,7.6,55.18,1615.24
8,3,0,26.6,64.2,1500,2,9.7,4.9,0.0,35.47,1055.71
6,0,0,17.3,42.3,2800,4,6.7,2.8,0.6,35.89,1037.43
11,5,1,20.0,44.6,1800,4,7.1,3.3,8.4,32.48,928.61
4,4,0,21.8,50.3,1200,5,6.5,5.1,5.8,29.27,862.4
8,2,0,35.0,51.8,1500,9,10.7,5.1,2.7,53.71,1622.26
3,5,0,19.7,44.1,2200,1,6.1,7.2,0.0,30.56,927.2
9,4,0,19.3,80.2,1800,8,9.4,7.9,0.0,48.03,1426.8
2,1,0,5.0,51.8,2200,3,12.1,4.0,4.8,44.46,1310.2
2,5,0,11.8,43.7,800,9,9.0,8.2,1.2,46.28,1415.8
12,4,0,12.3,58.9,1800,8,10.4,8.2,0.0,52.21,1583.78
12,1,0,19.3,70.9,1500,8,6.8,6.2,0.0,38.5,1162.75
7,1,0,30.0,50.9,1200,9,10.9,4.5,0.0,49.71,1465.91
12,1,0,20.2,65.8,3500,4,3.9,5.6,0.0,38.82,1224.59
10,1,0,16.0,47.0,5000,5,11.8,2.3,0.0,61.99,1800.72
4,6,0,26.3,70.4,800,7,7.9,4.8,0.8,35.28,1033.24
10,1,1,25.2,64.2,3500,2,5.0,5.6,0.0,42.3,1224.6
8,3,1,19.8,65.1,800,7,7.9,6.3,0.0,34.63,1038.98
9,5,0,32.0,59.4,2200,3,11.9,4.6,0.0,47.07,1382.07
7,4,0,30.4,60.6,800,6,6.8,5.7,5.6,34.92,1051.84
5,3,0,27.8,40.2,1500,6,7.1,4.1,1.6,41.04,1254.76
8,6,1,25.0,46.6,4500,6,9.2,7.7,4.6,62.34,1927.12
4,3,0,27.7,68.7,1800,2,9.1,7.4,0.0,41.88,1266.05
2,0,0,9.7,76.2,800,9,8.5,7.0,0.0,47.5,1433.96
11,0,1,21.7,45.6,800,8,5.7,5.4,8.4,33.93,1037.26
12,0,0,18.8,63.0,4500,7,4.2,4.5,0.0,50.76,1419.98
6,2,0,24.5,44.8,4500,9,5.1,7.2,9.7,55.52,1668.19
9,0,1,34.9,46.6,1800,4,6.8,5.7,10.4,39.47,1134.27
1,4,0,15.0,62.7,1800,2,7.1,3.7,5.8,30.49,885.49
11,3,1,20.9,73.0,1200,4,7.4,7.0,0.0,34.43,1027.5
10,4,0,15.1,62.9,1200,3,7.2,4.6,0.1,32.01,1003.16
12,5,1,24.6,56.2,2800,2,9.3,3.9,6.7,42.88,1206.86
7,0,0,24.5,56.8,4500,2,5.8,6.6,3.8,47.35,1431.26
10,6,1,26.6,53.2,3500,8,4.7,4.6,6.0,51.99,1564.36
9,2,0,21.5,59.9,3500,5,8.5,5.7,5.0,49.06,1491.2
10,5,0,19.2,74.3,1500,6,7.3,7.5,2.4,38.03,1241.56
9,6,0,29.5,30.1,1200,8,11.0,7.6,2.1,48.63,1528.94
10,2,0,26.6,67.1,3500,7,7.0,6.2,0.0,56.65,1712.6
11,5,0,12.3,40.9,1800,7,11.8,3.9,1.3,50.48,1539.63
3,3,0,22.9,69.7,800,7,4.4,5.0,0.0,30.81,922.65
11,4,0,22.7,51.7,800,7,5.9,9.3,2.5,34.26,1061.97
5,1,0,21.8,36.1,1800,8,7.1,7.2,5.2,47.0,1411.6
8,4,0,36.1,60.8,2200,1,9.6,4.8,0.0,40.85,1244.73
8,0,1,22.4,56.9,2200,3,6.9,3.4,0.0,36.21,1056.4
4,6,0,19.2,40.5,800,1,9.0,2.3,0.0,23.89,727.07
12,1,0,17.2,45.0,1500,8,7.9,7.6,10.3,39.44,1244.49
11,2,0,14.2,57.1,2800,2,7.7,7.1,5.5,41.33,1265.45
11,3,0,19.2,44.9,3500,7,9.0,5.6,4.4,53.2,1601.24
1,3,0,15.1,46.6,800,6,8.8,5.0,0.0,34.64,908.64
1,2,0,13.2,60.7,4500,1,8.3,6.8,0.0,52.64,1596.46
4,0,1,25.7,40.9,1800,6,7.3,3.4,5.8,38.27,1144.17
6,2,0,27.9,55.1,5000,9,7.3,8.9,4.4,67.81,1986.01
8,5,0,30.0,70.4,2800,3,10.4,6.4,0.0,47.89,1433.68
6,6,0,34.1,48.2,800,7,11.7,3.8,4.6,46.35,1387.69
12,6,0,18.6,61.6,1200,4,9.3,6.6,0.0,36.88,1106.67
9,0,0,29.5,79.2,1500,1,9.4,4.1,0.7,31.88,989.92
9,1,0,20.8,40.7,1200,7,5.0,3.7,3.7,29.66,880.29
2,2,0,17.4,71.8,3500,1,7.7,6.3,0.0,40.98,1218.36
10,0,0,18.0,70.4,800,4,5.8,3.7,0.0,26.78,787.51
1,6,0,8.2,69.6,5000,9,10.2,3.9,1.1,70.13,2114.9
2,1,1,14.7,73.0,1200,5,10.7,6.2,0.0,43.48,1328.78
5,2,0,21.9,54.0,1800,7,8.6,5.5,0.0,42.7,1339.01
4,3,0,25.6,45.5,4500,7,9.2,7.2,4.5,61.84,1879.02
4,2,0,25.7,65.6,1500,3,7.4,4.8,0.0,36.35,1138.96
9,4,0,17.4,68.6,5000,8,8.9,5.2,2.1,62.99,1927.79
11,2,1,14.3,72.6,3500,1,6.7,2.0,0.0,39.91,1204.18
8,4,0,22.4,53.0,1500,4,3.5,6.2,0.0,28.98,836.72
6,1,0,26.8,41.4,1500,4,8.3,5.4,1.9,36.36,1108.98
1,2,1,16.0,61.6,2200,2,6.7,7.0,7.0,35.21,1126.42
2,1,0,14.0,68.8,2200,6,11.7,6.7,0.0,52.31,1618.19
6,1,0,26.3,62.3,2200,1,10.9,5.6,3.7,41.18,1292.91
11,6,0,23.9,54.2,5000,3,5.5,4.2,0.0,52.14,1481.23
2,0,0,4.7,61.3,5000,9,12.3,5.3,1.3,77.24,2228.76
10,1,0,27.6,41.8,2800,6,4.0,6.4,0.0,41.67,1228.29
5,1,0,23.6,62.5,3500,2,7.5,5.1,0.0,41.53,1267.26
5,6,0,25.6,41.3,4500,9,8.0,8.0,0.8,68.07,2025.24
6,6,0,26.6,59.4,5000,2,5.7,7.2,0.0,52.68,1571.41
6,2,0,35.9,36.2,2800,7,10.8,5.3,0.6,57.27,1651.51
6,6,0,23.4,62.4,4500,1,4.9,5.2,0.0,41.61,1220.98
2,2,0,15.1,61.4,1200,5,9.5,4.3,0.0,35.74,1032.21
10,3,0,24.4,48.1,4500,7,7.4,5.5,0.0,58.32,1711.05
3,6,1,10.8,63.3,1200,3,12.0,6.7,0.0,45.3,1325.89
6,0,1,24.8,42.9,4500,4,4.1,4.6,0.0,52.02,1511.26
8,1,1,28.3,61.5,1200,5,6.5,4.9,0.0,38.98,1061.56
12,0,1,11.1,56.7,1500,3,8.0,3.5,7.8,35.13,1117.42
11,4,0,14.3,38.7,3500,6,9.0,4.8,10.5,49.74,1486.95
12,6,0,13.5,48.2,5000,3,8.8,6.2,0.0,58.94,1737.27
1,1,0,16.9,54.2,1500,8,8.1,5.4,2.5,39.01,1163.85
1,0,0,12.5,75.7,2200,7,7.3,4.0,0.0,43.2,1310.99
11,6,0,22.9,70.1,5000,1,2.8,5.4,0.0,43.46,1308.9
2,6,0,10.6,77.0,3500,2,7.6,5.1,0.0,47.28,1385.32
11,3,0,12.4,79.2,1200,4,11.4,7.1,2.3,44.51,1380.0
12,3,1,23.7,53.6,2200,5,5.6,5.3,3.5,38.84,1138.44
12,1,0,12.1,57.7,2200,4,9.0,3.9,3.4,43.71,1300.83
6,4,0,23.0,45.1,5000,4,6.7,6.8,5.1,53.57,1684.66
9,3,1,18.2,46.9,1200,9,7.2,4.4,1.8,40.8,1316.7
4,3,0,26.8,30.4,800,4,5.1,3.4,4.0,26.04,832.85
3,4,0,16.5,54.8,1800,4,9.0,3.8,0.9,39.51,1155.21
12,0,0,13.9,44.6,1800,4,7.9,4.5,8.9,37.34,1101.07
8,3,0,28.2,52.1,800,2,12.8,2.4,1.7,36.74,1067.13
11,2,0,22.6,84.7,3500,8,5.7,3.2,2.8,49.03,1460.21
10,5,0,21.2,51.4,1200,4,8.0,6.6,0.0,35.48,1088.43
9,5,0,36.5,57.3,5000,5,9.9,5.2,0.0,67.23,1932.31
12,3,0,15.7,70.9,3500,8,11.4,5.6,0.0,61.47,1797.55
11,0,1,22.8,62.7,3500,4,8.0,5.3,0.0,54.38,1636.32
5,6,1,29.6,54.2,800,5,6.0,6.3,6.7,35.68,1066.07
9,0,0,25.8,50.7,5000,5,10.3,4.3,0.0,62.3,1848.83
2,1,0,12.4,54.7,5000,6,10.1,6.4,0.0,67.77,1970.25
3,2,1,19.5,43.5,1200,7,5.5,5.9,3.4,33.67,983.28
7,0,1,32.3,60.8,5000,3,6.2,3.9,4.7,55.07,1630.3
7,4,1,27.4,29.8,1200,3,10.3,6.2,6.0,38.71,1101.41
6,2,1,29.7,61.7,1200,9,12.1,6.0,0.5,53.63,1571.31
6,5,0,34.5,33.2,4500,1,12.3,3.5,5.3,60.62,1809.85
2,2,0,24.4,69.1,1500,8,8.8,4.3,0.0,44.41,1353.56
10,4,0,25.8,53.3,1500,3,8.6,6.0,10.9,34.96,1089.97
6,3,0,37.3,35.2,3500,5,13.0,7.0,10.2,62.75,1835.37
4,4,0,19.2,59.5,2800,3,6.0,5.7,7.6,33.56,991.04
12,4,0,18.2,71.1,3500,1,3.2,6.4,9.3,32.17,954.04
3,3,0,24.0,49.7,2800,5,8.4,7.3,7.2,45.32,1350.69
11,3,0,14.0,68.0,5000,8,8.9,5.5,0.0,64.63,1926.89
2,3,0,12.9,30.1,1200,5,5.6,5.7,9.5,32.76,930.11
1,3,0,21.8,43.5,4500,4,1.9,6.4,10.9,40.71,1242.67
11,3,0,13.6,74.8,2800,9,8.4,4.2,0.0,50.11,1489.17
11,4,0,12.0,56.6,1800,1,8.4,6.7,0.0,35.76,1074.28
5,1,0,32.9,28.3,2800,5,9.1,7.5,11.8,50.43,1516.48
2,1,1,20.5,49.1,2800,1,7.3,4.0,0.0,37.83,1107.61
2,0,0,17.0,46.4,1500,6,5.7,9.9,3.3,38.46,1188.2
7,1,0,29.8,48.7,4500,9,10.0,7.1,5.3,67.88,2016.09
8,5,0,27.0,48.1,2200,2,9.2,5.0,1.9,39.86,1203.38
10,1,0,23.3,59.6,1800,4,1.4,2.3,2.6,22.01,664.58
8,4,0,36.0,51.7,1200,8,10.4,5.7,4.3,51.13,1545.48
4,3,0,23.1,68.8,800,3,7.0,5.9,0.5,30.13,952.29
1,3,0,23.8,64.4,3500,7,8.3,6.2,0.0,49.81,1461.84
11,6,0,14.0,64.8,1500,7,9.2,3.7,0.0,41.28,1237.92
7,6,0,29.9,64.7,1500,2,5.2,4.2,0.0,30.04,899.32
1,6,1,12.3,54.7,1500,4,8.8,6.4,0.0,41.99,1246.55
11,4,0,13.1,44.2,1500,1,7.9,6.0,8.7,32.46,995.78
4,5,0,21.3,67.0,1200,8,8.2,7.2,0.8,43.91,1264.89
8,1,0,30.8,54.1,2800,9,6.5,6.1,1.9,55.02,1713.5
2,4,0,17.4,59.2,1500,1,7.1,5.1,0.0,24.98,814.42
6,0,0,38.7,42.4,800,7,13.1,6.5,4.0,51.78,1524.94
6,3,0,31.0,42.6,5000,1,10.5,5.2,3.9,58.79,1759.28
12,6,0,20.2,70.2,2800,1,5.9,2.8,0.0,30.76,842.15
9,2,0,26.3,66.8,2800,9,9.9,8.2,2.8,58.3,1719.57
5,0,0,33.6,60.1,5000,6,8.3,7.0,0.0,68.79,2167.67
10,6,0,32.8,67.0,1200,1,11.0,5.7,0.0,38.4,1179.01
4,5,0,24.4,59.3,5000,7,8.8,3.6,4.6,60.69,1851.48
5,0,0,21.5,52.2,1500,3,3.4,6.6,7.6,22.49,652.42
12,4,0,12.6,57.9,1500,4,11.1,4.7,1.5,44.61,1333.7
12,1,0,16.3,74.5,1500,4,4.1,6.6,0.0,30.78,920.71
10,3,0,24.1,53.0,800,8,7.7,6.6,6.7,37.05,1048.45
11,5,0,21.1,63.8,3500,1,5.1,4.6,0.1,37.27,1123.44
5,5,0,28.1,41.0,3500,8,10.2,7.4,4.3,58.33,1783.67
8,2,0,29.0,44.6,1200,9,9.1,4.1,9.3,47.06,1491.27
10,0,0,19.1,54.7,2800,7,10.2,5.8,4.4,51.7,1561.78
12,2,1,16.9,50.4,1800,1,9.5,7.6,0.4,42.19,1259.63
8,1,0,37.3,62.1,3500,7,11.2,6.4,0.0,66.44,1987.23
2,6,0,19.7,41.3,3500,6,8.8,7.0,2.5,52.28,1584.98
7,1,0,32.4,51.9,1800,5,9.2,5.6,3.5,43.46,1338.41
8,6,0,33.6,54.1,1500,5,7.6,5.5,3.7,39.73,1239.91
11,2,0,16.3,37.6,3500,1,6.5,3.3,0.0,35.76,977.23
6,3,0,26.6,44.7,5000,6,7.5,5.4,0.5,64.18,1973.33
5,1,0,22.6,53.7,1800,4,0.3,6.4,0.0,25.34,706.18
11,2,1,17.4,64.5,2800,1,9.8,3.5,0.5,42.57,1232.86
9,0,1,24.1,52.5,3500,8,6.7,4.4,0.0,56.09,1673.25
3,2,0,23.4,63.1,1500,8,8.6,6.4,0.0,44.16,1347.36
12,2,0,12.9,58.7,2200,4,8.8,6.6,0.0,42.28,1209.27
10,4,0,18.4,57.7,800,7,3.7,8.7,3.2,29.63,862.14
4,1,0,30.7,55.5,2800,3,9.1,4.9,2.4,42.88,1299.29
9,3,0,24.0,66.1,2200,8,6.7,5.4,0.0,43.03,1312.62
6,3,1,29.6,41.9,3500,7,7.2,6.9,4.2,57.9,1757.65
8,4,0,31.0,46.7,5000,5,8.2,6.4,5.4,63.57,1949.45
7,6,1,24.9,42.6,1800,5,7.2,5.1,4.7,39.4,1233.47
11,5,0,23.6,55.3,5000,9,1.9,5.9,0.0,57.63,1733.73
2,6,1,17.9,74.6,2800,6,7.7,4.7,6.3,47.76,1429.71
3,3,0,25.0,61.9,2200,6,8.4,3.9,1.8,42.46,1238.09
1,2,0,10.9,45.8,1200,2,10.0,5.0,7.3,36.0,1053.97
9,4,0,26.4,47.8,800,5,7.1,7.8,0.0,34.73,980.59
7,0,0,30.2,55.1,4500,4,12.7,4.3,0.0,62.63,1941.4
1,1,0,15.2,48.5,2800,3,8.8,3.1,0.2,41.63,1245.83
3,1,0,11.5,46.3,3500,9,8.0,4.4,10.7,53.07,1625.59
4,1,0,22.5,68.6,2800,7,4.0,6.5,0.0,42.58,1397.87
4,2,0,15.6,45.1,3500,4,4.9,6.0,2.7,38.62,1258.78
5,0,1,27.6,62.1,5000,9,8.8,7.8,7.0,72.65,2229.4
3,4,1,8.4,70.1,2200,9,11.2,7.5,0.0,59.35,1763.54
3,4,0,9.7,46.2,800,7,9.6,6.1,2.8,42.43,1308.95
1,1,0,17.7,48.7,800,5,6.9,6.5,0.0,34.42,1032.37
7,0,0,27.5,47.4,5000,9,7.3,4.8,10.3,63.56,1864.5
11,0,0,13.6,46.3,2200,7,9.2,6.7,0.0,46.15,1343.46
10,0,0,27.7,59.0,1200,9,6.5,5.7,0.0,42.67,1318.44
1,3,0,15.5,56.9,1500,3,7.6,6.6,0.0,34.11,1056.43
2,3,0,19.0,61.8,800,9,6.8,6.5,0.0,39.87,1251.02
4,1,1,21.3,69.3,2800,1,7.2,4.4,0.0,36.8,1093.39
4,0,0,34.1,62.3,2800,5,8.3,3.8,0.0,51.08,1512.53
5,5,0,23.3,56.5,1500,2,4.7,4.4,0.0,26.36,741.78
11,0,0,25.9,35.7,1500,1,7.6,5.4,7.0,30.62,844.02
2,4,0,14.8,62.8,3500,3,8.3,4.1,0.0,45.75,1334.36
4,4,0,14.6,73.2,800,7,7.9,5.5,0.0,39.85,1166.16
1,1,0,16.2,23.2,2200,3,2.0,6.9,6.3,27.17,763.92
2,5,0,16.5,65.8,1500,9,8.0,7.7,3.7,42.41,1249.21
1,0,0,9.3,57.4,2200,3,14.6,6.0,0.3,50.57,1602.42
10,6,0,17.9,47.3,1800,6,8.8,7.6,3.7,42.93,1256.93
10,5,0,21.9,67.1,2800,2,2.4,3.3,0.0,28.51,772.09
4,1,0,23.6,73.0,5000,8,6.0,7.7,0.0,62.74,1889.04
4,4,0,10.9,61.8,1200,5,8.6,3.5,3.2,38.95,1197.33
7,6,0,34.7,46.2,4500,2,9.5,5.2,7.7,55.96,1638.93
10,4,0,19.8,46.2,1200,7,3.9,4.5,7.2,29.16,908.9
11,3,0,12.0,61.1,1800,3,6.9,6.4,2.2,37.91,1218.52
11,1,1,22.2,69.8,5000,5,8.2,3.2,0.0,55.42,1652.11
9,1,0,25.9,50.4,1800,9,9.0,3.3,0.0,48.61,1491.75
9,0,0,31.5,51.5,3500,1,8.9,4.1,0.0,48.51,1496.9
5,0,0,28.0,84.5,2200,2,10.0,4.1,0.0,41.68,1268.89
10,3,0,22.0,70.4,1200,5,5.0,4.6,0.0,29.83,935.78
1,6,0,13.3,73.1,4500,4,7.6,4.4,0.5,54.83,1668.86
1,2,0,16.2,41.8,1200,1,6.7,6.1,2.3,22.58,634.78
6,5,0,27.1,41.5,1500,7,4.7,5.6,0.0,37.08,1011.62
2,2,0,11.2,58.4,3500,9,8.4,8.2,5.4,58.47,1762.51
8,2,0,31.7,40.5,2200,1,12.5,5.4,0.3,46.1,1372.59
9,1,0,25.3,74.2,1500,8,10.3,7.1,0.0,47.01,1337.09
4,5,0,22.2,69.4,1200,9,6.6,6.8,0.7,42.44,1263.51
5,1,0,30.9,44.3,2800,2,8.5,3.9,1.1,41.65,1243.44
11,5,0,17.5,80.7,800,1,10.6,4.3,0.0,26.55,809.96
8,4,0,29.0,52.4,4500,6,7.9,7.1,2.9,58.58,1807.57
3,1,0,15.3,86.1,2200,7,6.7,3.0,0.0,39.16,1138.47
5,1,0,27.9,52.4,2200,2,10.0,5.9,0.5,41.7,1158.1
3,1,0,19.6,61.9,1200,5,3.0,5.2,0.1,26.84,787.11
12,6,0,19.1,76.8,3500,5,6.3,4.4,5.9,42.08,1299.03
10,3,0,19.4,72.8,2200,7,6.3,5.3,2.6,37.77,1193.32
3,1,0,15.9,61.1,4500,1,8.6,7.5,3.6,50.39,1484.58
3,0,0,21.6,53.3,2200,8,5.0,3.2,3.3,38.5,1181.32
12,0,0,16.2,66.2,5000,5,7.1,3.7,5.5,53.46,1554.3
7,5,0,25.9,40.9,2200,3,7.7,2.4,7.7,32.89,987.01
7,4,0,35.9,52.5,1500,9,10.0,5.2,7.1,54.02,1492.37
7,3,0,22.4,37.4,1200,3,6.0,4.4,10.2,24.01,705.56
10,6,0,25.5,36.1,2200,7,9.0,5.9,7.9,43.81,1328.69
8,5,0,23.2,53.1,2200,7,7.8,5.0,3.9,43.34,1279.54
5,0,0,34.5,65.8,2800,8,11.1,6.5,0.0,62.51,1812.12
5,3,0,19.0,61.8,1200,8,3.3,4.6,7.7,30.54,919.69
4,3,0,27.2,51.5,2200,4,8.7,8.5,1.8,41.95,1340.1
7,4,0,29.6,71.6,800,1,6.9,6.0,0.0,29.6,850.61
10,3,0,20.4,50.7,1500,4,10.2,6.2,3.6,38.07,1109.94
4,1,0,22.8,29.5,1500,6,6.5,6.5,5.6,37.11,1102.5
2,3,0,17.9,31.3,1500,6,6.5,4.0,2.0,39.2,1250.87
4,4,1,17.9,38.3,1500,6,10.0,5.2,0.8,45.05,1291.51
8,5,0,25.3,62.3,4500,7,9.7,5.4,0.0,63.61,1873.69
9,4,0,28.9,47.4,800,1,7.9,4.4,3.2,26.27,818.5
3,6,0,10.3,60.5,2800,1,6.9,4.6,0.0,38.25,1091.9
7,4,0,27.4,70.4,2800,7,4.4,6.9,0.0,43.69,1272.11
12,0,0,28.8,46.8,800,4,6.2,5.3,6.7,29.37,960.97
9,1,1,21.6,60.7,800,6,6.8,6.0,0.0,37.77,1211.66
11,0,0,23.2,65.8,1500,6,6.4,3.1,0.0,35.2,1082.56
4,5,0,19.4,42.2,4500,9,4.6,3.3,3.7,57.07,1726.88
10,2,0,24.3,73.8,2800,2,6.2,3.8,0.0,36.75,1076.07
3,5,1,20.9,51.5,1800,4,9.5,7.9,0.9,43.3,1299.2
5,1,0,31.1,46.1,2200,4,11.3,8.4,1.2,50.67,1485.77
1,3,0,13.1,84.7,1500,7,11.9,7.2,0.0,54.01,1688.61
3,4,0,26.9,61.3,2800,1,6.4,4.5,0.0,35.25,1064.1
8,2,0,26.3,63.6,2800,5,9.2,6.1,6.4,46.28,1381.41
11,1,0,19.1,75.6,2800,4,8.0,7.3,0.0,42.22,1269.04
8,0,0,30.0,44.7,5000,2,11.6,8.0,6.3,66.73,1973.3
4,4,0,17.0,67.5,4500,5,7.2,3.8,0.0,52.73,1605.01
2,5,0,13.8,51.5,2800,9,6.6,6.2,9.2,50.08,1492.49
8,0,0,29.7,46.0,1200,8,6.8,5.3,0.6,42.49,1405.52
8,1,0,27.0,49.2,1800,9,7.8,6.8,0.0,48.35,1430.84
10,1,0,33.0,50.0,2800,7,9.8,5.8,1.6,54.62,1676.19
4,5,1,18.2,62.4,5000,7,7.4,4.2,0.0,59.93,1880.95
3,2,0,23.3,58.2,1200,2,3.9,5.8,0.0,22.13,538.36
2,5,1,18.9,51.6,2800,3,9.2,4.3,9.6,38.01,1120.95
9,3,1,25.9,63.1,3500,8,4.8,5.7,0.0,53.13,1662.7
1,0,0,10.1,56.0,4500,2,11.9,5.2,0.6,56.17,1583.97
7,2,0,26.5,46.7,5000,7,7.0,8.2,0.0,65.03,2004.65
5,4,0,23.7,51.3,2200,6,10.5,6.1,9.3,47.63,1443.66
8,6,0,20.9,58.1,5000,4,2.5,5.3,0.0,45.15,1423.87
4,3,0,17.5,57.2,5000,4,9.4,6.5,1.1,59.72,1778.14
7,2,0,23.3,46.3,3500,3,4.6,4.0,0.0,40.18,1217.32
5,6,0,32.1,60.8,1200,6,7.1,5.8,0.0,42.8,1231.36
5,6,0,28.8,48.0,4500,3,11.7,6.3,0.0,60.32,1799.33
9,0,0,29.5,47.1,2200,9,10.1,6.8,0.0,53.58,1572.42
9,1,1,28.6,37.4,4500,4,5.3,4.6,5.6,50.06,1475.47
9,4,0,26.8,66.8,1200,4,8.1,5.9,0.0,32.85,992.19
12,5,1,21.6,60.1,3500,2,9.0,6.2,4.1,47.6,1392.75
6,0,0,26.2,52.5,2200,2,8.7,3.8,6.8,29.88,795.95
6,3,1,29.4,62.5,1800,7,8.6,4.8,6.1,44.95,1359.51
5,6,0,29.4,44.9,2800,5,10.8,5.0,0.0,52.12,1573.37
9,3,0,20.1,38.5,2200,3,7.0,8.8,1.2,35.47,1097.53
10,6,0,35.9,58.3,2800,6,7.2,4.5,0.0,48.91,1467.02
8,1,0,29.1,56.2,5000,6,8.6,6.1,0.0,65.76,1924.07
7,1,1,30.6,47.5,800,1,9.8,4.6,5.7,30.38,980.03
7,4,0,35.7,68.4,800,3,10.9,3.9,0.0,37.74,1116.95
6,5,1,33.0,20.2,2800,5,8.8,6.5,4.2,54.64,1595.56
5,4,0,26.2,64.1,1200,7,8.5,3.6,0.0,39.0,1235.45
4,1,0,22.6,62.0,4500,4,6.8,7.6,0.0,57.38,1797.99
3,1,0,11.2,60.5,3500,8,5.0,4.2,0.0,53.15,1470.08
3,3,0,15.5,20.0,2800,3,5.0,4.3,5.1,37.08,1070.66
6,1,0,31.3,65.4,1800,6,9.7,6.5,0.0,45.72,1363.35
4,2,1,24.0,40.2,5000,6,8.4,6.7,7.0,62.64,1891.73
